playerId,goals,assists,yellowCards,redCards,matches_played,goals_per_match,assists_per_match,performance_score,high_performance
51217,1.0,0,0,0,5,0.2,0.0,0.4,True
51262,0.0,0,0,0,5,0.0,0.0,0.0,True
51625,0.0,0,48,0,3,0.0,0.0,-8.0,False
53562,0.0,0,0,0,3,0.0,0.0,0.0,True
54315,0.0,0,0,0,3,0.0,0.0,0.0,True
54451,0.0,0,84,0,3,0.0,0.0,-14.0,False
54495,0.0,0,0,0,3,0.0,0.0,0.0,True
55957,0.0,0,0,0,4,0.0,0.0,0.0,True
55968,0.0,0,0,0,4,0.0,0.0,0.0,True
55977,0.0,0,11,0,3,0.0,0.0,-1.8333333333333333,False
55979,1.0,0,160,0,4,0.25,0.0,-19.5,False
55982,0.0,0,0,0,3,0.0,0.0,0.0,True
55983,0.0,0,0,0,3,0.0,0.0,0.0,True
55988,0.0,0,0,0,3,0.0,0.0,0.0,True
55990,0.0,1,86,0,4,0.0,0.25,-10.5,False
56025,0.0,0,0,0,4,0.0,0.0,0.0,True
56026,0.0,0,0,0,4,0.0,0.0,0.0,True
56038,0.0,0,0,0,4,0.0,0.0,0.0,True
56146,0.0,0,0,0,3,0.0,0.0,0.0,True
56274,1.0,0,130,0,3,0.3333333333333333,0.0,-21.0,False
56394,0.0,0,0,0,4,0.0,0.0,0.0,True
56441,0.0,0,0,0,4,0.0,0.0,0.0,True
56454,0.0,0,0,0,4,0.0,0.0,0.0,True
57226,0.0,0,0,0,3,0.0,0.0,0.0,True
57347,0.0,0,0,0,3,0.0,0.0,0.0,True
57480,0.0,0,0,0,3,0.0,0.0,0.0,True
58105,0.0,0,0,0,2,0.0,0.0,0.0,True
59003,0.0,0,0,0,4,0.0,0.0,0.0,True
59083,0.0,0,80,0,3,0.0,0.0,-13.333333333333334,False
59126,0.0,0,0,0,3,0.0,0.0,0.0,True
60144,0.0,0,0,0,3,0.0,0.0,0.0,True
61360,0.0,0,0,0,3,0.0,0.0,0.0,True
61367,0.0,0,57,0,3,0.0,0.0,-9.5,False
61390,0.0,0,0,0,3,0.0,0.0,0.0,True
61395,0.0,0,0,0,3,0.0,0.0,0.0,True
61407,0.0,0,66,0,3,0.0,0.0,-11.0,False
61425,0.0,0,88,0,3,0.0,0.0,-14.666666666666666,False
61492,0.0,0,0,0,3,0.0,0.0,0.0,True
61554,0.0,0,0,0,3,0.0,0.0,0.0,True
61651,0.0,0,87,0,3,0.0,0.0,-14.5,False
61949,0.0,0,119,0,4,0.0,0.0,-14.875,False
61962,0.0,0,0,0,3,0.0,0.0,0.0,True
62221,0.0,0,0,0,3,0.0,0.0,0.0,True
62389,0.0,0,0,0,3,0.0,0.0,0.0,True
62743,0.0,0,0,0,3,0.0,0.0,0.0,True
69353,0.0,0,0,0,7,0.0,0.0,0.0,True
69396,1.0,1,102,0,7,0.14285714285714285,0.14285714285714285,-6.857142857142857,False
69400,1.0,1,0,0,7,0.14285714285714285,0.14285714285714285,0.42857142857142855,True
69404,0.0,1,0,0,7,0.0,0.14285714285714285,0.14285714285714285,True
69409,0.0,1,159,0,7,0.0,0.14285714285714285,-11.214285714285715,False
69411,1.0,0,0,0,7,0.14285714285714285,0.0,0.2857142857142857,True
69616,1.0,0,135,0,7,0.14285714285714285,0.0,-9.357142857142856,False
69964,0.0,0,114,0,7,0.0,0.0,-8.142857142857142,False
69968,0.0,0,89,0,7,0.0,0.0,-6.357142857142857,False
69978,0.0,0,0,0,3,0.0,0.0,0.0,True
70083,0.0,0,0,0,2,0.0,0.0,0.0,True
70086,0.0,0,178,0,4,0.0,0.0,-22.25,False
70093,0.0,1,0,0,4,0.0,0.25,0.25,True
70095,0.0,0,69,0,5,0.0,0.0,-6.9,False
70096,0.0,2,85,0,3,0.0,0.6666666666666666,-13.5,False
70116,0.0,0,0,0,5,0.0,0.0,0.0,True
70122,0.0,0,93,0,3,0.0,0.0,-15.5,False
70123,0.0,0,93,0,7,0.0,0.0,-6.642857142857143,False
70129,0.0,0,0,0,4,0.0,0.0,0.0,True
70134,0.0,0,0,0,4,0.0,0.0,0.0,True
70136,0.0,0,52,0,4,0.0,0.0,-6.5,False
