,goals_per_match,assists_per_match,yellowCards,redCards
0,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
1,-0.36022899615392157,1.4011401137711392,2.719138002304752,-0.061138749485678094
2,0.700638791118981,-0.296512571611293,3.6737676386796316,-0.061138749485678094
3,1.496289631573658,2.6743796278079635,-0.49932762890198484,-0.061138749485678094
4,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
5,0.700638791118981,1.4011401137711392,-0.49932762890198484,-0.061138749485678094
6,1.1249859060281422,2.0802011879241125,-0.49932762890198484,-0.061138749485678094
7,-0.36022899615392157,-0.296512571611293,1.0008046568299689,-0.061138749485678094
8,-0.36022899615392157,-0.296512571611293,1.8736088958012873,-0.061138749485678094
9,0.700638791118981,1.4011401137711392,-0.49932762890198484,-0.061138749485678094
10,-0.36022899615392157,3.664677027614382,-0.49932762890198484,-0.061138749485678094
11,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
12,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
13,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
14,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
15,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
16,-0.36022899615392157,2.6743796278079635,2.5827623399654835,-0.061138749485678094
17,1.496289631573658,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
18,1.496289631573658,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
19,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
20,0.700638791118981,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
21,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
22,1.496289631573658,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
23,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
24,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
25,7.065845514756397,-0.296512571611293,4.301095685440267,-0.061138749485678094
26,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
27,-0.36022899615392157,-0.296512571611293,0.5916776698121634,-0.061138749485678094
28,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
29,-0.36022899615392157,-0.296512571611293,-0.03565037694847183,-0.061138749485678094
30,-0.36022899615392157,-0.296512571611293,-0.49932762890198484,-0.061138749485678094
31,-0.36022899615392157,2.6743796278079635,-0.49932762890198484,-0.061138749485678094
32,-0.36022899615392157,-0.296512571611293,2.0099845581405558,-0.061138749485678094
33,1.496289631573658,-0.296512571611293,2.0645348230762632,-0.061138749485678094
34,-0.36022899615392157,-0.296512571611293,2.0099845581405558,-0.061138749485678094
